PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
1298.0,1473.0,26.8,180.0
1153.0,1230.0,17.7,180.0
1101.0,1124.0,14.2,180.0
1215.0,1203.0,16.8,180.0
1163.0,1179.0,16.0,180.0
1285.0,1293.0,19.9,180.0
1288.0,1253.0,18.5,180.0
1362.0,1334.0,21.4,180.0
1405.0,1372.0,22.8,180.0
1610.0,1697.0,36.5,180.0
1612.0,1745.0,38.8,180.0
1520.0,1604.0,32.3,180.0
1489.0,1534.0,29.3,180.0
1181.0,1124.0,14.2,180.0
995.0,898.0,8.0,180.0
998.0,875.0,7.4,180.0
984.0,864.0,7.2,180.0
1022.0,898.0,8.0,180.0
951.0,835.0,6.5,180.0
910.0,773.0,5.2,180.0
932.0,792.0,5.6,180.0
974.0,859.0,7.0,180.0
1117.0,1031.0,11.5,180.0
1367.0,1343.0,21.7,180.0
1583.0,1726.0,37.9,180.0
1526.0,1552.0,30.1,180.0
1399.0,1416.0,24.5,180.0
1436.0,1435.0,25.2,180.0
1455.0,1468.0,26.5,180.0
1311.0,1286.0,19.6,180.0
1174.0,1097.0,13.4,180.0
1242.0,1158.0,15.3,180.0
1267.0,1151.0,15.1,180.0
1401.0,1326.0,21.1,180.0
1428.0,1393.0,23.6,180.0
1478.0,1447.0,25.7,180.0
1518.0,1483.0,27.2,180.0
1468.0,1415.0,24.4,180.0
1369.0,1305.0,20.3,180.0
1244.0,1141.0,14.8,180.0
1217.0,1077.0,12.8,180.0
1103.0,979.0,10.0,180.0
1118.0,951.0,9.3,180.0
1087.0,950.0,9.3,180.0
1069.0,931.0,8.8,180.0
1112.0,985.0,10.2,180.0
1196.0,1086.0,13.1,180.0
1522.0,1457.0,26.1,180.0
1715.0,1728.0,37.9,180.0
1582.0,1459.0,26.2,180.0
1494.0,1379.0,23.1,180.0
1631.0,1455.0,26.0,180.0
1650.0,1506.0,28.1,180.0
1640.0,1503.0,28.0,180.0
1589.0,1418.0,24.6,180.0
1538.0,1362.0,22.4,180.0
1597.0,1573.0,30.9,652.0
1884.0,1846.0,43.7,895.0
1835.0,1770.0,40.0,826.0
1759.0,1684.0,35.9,648.0
1666.0,1553.0,30.1,629.0
1506.0,1360.0,22.3,529.0
1378.0,1229.0,17.7,405.0
1448.0,1283.0,19.5,461.0
1481.0,1359.0,22.3,486.0
1289.0,1161.0,15.4,335.0
1109.0,951.0,9.3,210.0
994.0,812.0,6.0,180.0
1015.0,839.0,6.6,99.0
966.0,771.0,5.1,149.0
1088.0,932.0,8.8,203.0
1303.0,1198.0,16.6,332.0
1440.0,1412.0,24.3,446.0
1392.0,1313.0,20.6,524.0
1248.0,1167.0,15.6,347.0
1197.0,1058.0,12.2,273.0
1357.0,1230.0,17.7,404.0
1263.0,1143.0,14.8,180.0
1261.0,1148.0,15.0,312.0
1382.0,1200.0,16.7,369.0
1400.0,1230.0,17.7,362.0
1443.0,1322.0,20.9,335.0
1630.0,1520.0,28.7,447.0
1720.0,1661.0,34.8,576.0
1600.0,1492.0,27.5,486.0
1525.0,1427.0,24.9,439.0
1544.0,1409.0,24.2,462.0
1455.0,1357.0,22.2,441.0
1203.0,1090.0,13.2,223.0
1038.0,895.0,7.9,126.0
975.0,807.0,5.9,116.0
917.0,714.0,4.1,180.0
930.0,741.0,4.6,125.0
960.0,804.0,5.8,198.0
982.0,834.0,6.5,185.0
1359.0,1282.0,19.5,425.0
1500.0,1503.0,28.0,465.0
1315.0,1261.0,18.7,341.0
1307.0,1248.0,18.3,316.0
1235.0,1125.0,14.3,241.0
1310.0,1194.0,16.5,266.0
1459.0,1375.0,22.9,412.0
1461.0,1358.0,22.3,394.0
1476.0,1352.0,22.0,365.0
1612.0,1496.0,27.7,548.0
1654.0,1546.0,29.8,494.0
1808.0,1771.0,40.0,686.0
1681.0,1666.0,35.1,556.0
1494.0,1443.0,25.5,467.0
1251.0,1107.0,13.7,297.0
1132.0,965.0,9.7,164.0
1158.0,970.0,9.8,196.0
1146.0,983.0,10.1,201.0
993.0,813.0,6.0,132.0
989.0,814.0,6.0,146.0
943.0,746.0,4.6,180.0
910.0,712.0,4.0,94.0
925.0,742.0,4.6,127.0
1039.0,882.0,7.6,217.0
1208.0,1104.0,13.6,394.0
1268.0,1179.0,16.0,511.0
1353.0,1265.0,18.9,523.0
1317.0,1171.0,15.7,471.0
1356.0,1187.0,16.2,441.0
1414.0,1279.0,19.4,414.0
1326.0,1206.0,16.9,317.0
1211.0,1067.0,12.5,230.0
1324.0,1173.0,15.8,365.0
1324.0,1181.0,16.0,360.0
1361.0,1189.0,16.3,420.0
1475.0,1324.0,21.0,475.0
1537.0,1381.0,23.1,526.0
1413.0,1231.0,17.7,460.0
1229.0,1055.0,12.2,255.0
1297.0,1136.0,14.6,283.0
1302.0,1088.0,13.1,271.0
1347.0,1165.0,15.5,315.0
1165.0,1042.0,11.8,227.0
1155.0,1012.0,10.9,243.0
1050.0,916.0,8.4,180.0
1035.0,855.0,7.0,142.0
1057.0,925.0,8.6,139.0
1029.0,880.0,7.5,182.0
1037.0,902.0,8.1,196.0
920.0,755.0,4.8,108.0
1080.0,891.0,7.8,175.0
1152.0,966.0,9.7,266.0
1085.0,918.0,8.4,179.0
1071.0,882.0,7.6,154.0
1000.0,807.0,5.9,95.0
1058.0,875.0,7.4,151.0
1184.0,983.0,10.1,230.0
1189.0,965.0,9.7,239.0
1277.0,1043.0,11.8,306.0
1482.0,1305.0,20.3,472.0
1555.0,1410.0,24.3,532.0
1324.0,1168.0,15.6,375.0
1015.0,869.0,7.3,147.0
1010.0,860.0,7.1,118.0
1081.0,938.0,9.0,181.0
1071.0,936.0,8.9,209.0
1014.0,864.0,7.2,167.0
891.0,735.0,4.4,112.0
874.0,715.0,4.1,180.0
882.0,729.0,4.3,108.0
940.0,806.0,5.9,181.0
1020.0,866.0,7.2,253.0
1316.0,1253.0,18.5,521.0
1423.0,1429.0,25.0,649.0
1314.0,1262.0,18.8,516.0
1317.0,1283.0,19.5,487.0
1305.0,1245.0,18.2,529.0
1351.0,1298.0,20.0,565.0
1438.0,1425.0,24.8,558.0
1454.0,1380.0,23.1,568.0
1512.0,1441.0,25.5,605.0
1584.0,1597.0,32.0,666.0
1816.0,1897.0,46.3,814.0
1824.0,1862.0,44.5,860.0
1744.0,1793.0,41.0,820.0
1588.0,1610.0,32.5,742.0
1319.0,1273.0,19.1,492.0
1313.0,1285.0,19.6,464.0
1073.0,1005.0,10.7,258.0
1119.0,1056.0,12.2,311.0
989.0,900.0,8.0,231.0
912.0,788.0,5.5,127.0
904.0,787.0,5.5,180.0
851.0,726.0,4.3,124.0
902.0,809.0,5.9,138.0
981.0,923.0,8.6,228.0
1267.0,1260.0,18.7,383.0
1392.0,1429.0,25.0,581.0
1308.0,1285.0,19.6,545.0
1313.0,1318.0,20.8,593.0
1350.0,1299.0,20.1,602.0
1477.0,1471.0,26.7,624.0
1409.0,1393.0,23.6,546.0
1495.0,1465.0,26.4,597.0
1606.0,1573.0,30.9,688.0
1669.0,1615.0,32.8,760.0
1822.0,1890.0,45.9,918.0
1908.0,2007.0,52.1,952.0
1664.0,1699.0,36.6,685.0
1465.0,1404.0,24.0,561.0
1076.0,972.0,9.8,239.0
1055.0,895.0,7.9,175.0
1075.0,878.0,7.5,169.0
1135.0,948.0,9.2,215.0
998.0,799.0,5.7,115.0
953.0,734.0,4.4,94.0
926.0,708.0,3.9,180.0
895.0,656.0,3.1,80.0
967.0,767.0,5.1,132.0
1164.0,997.0,10.5,295.0
1421.0,1313.0,20.6,517.0
1465.0,1515.0,28.5,555.0
1189.0,1075.0,12.7,429.0
1278.0,1182.0,16.1,561.0
1169.0,1144.0,14.9,427.0
1214.0,1203.0,16.8,445.0
1351.0,1345.0,21.8,538.0
1340.0,1256.0,18.6,556.0
1157.0,1131.0,14.5,370.0
1118.0,1096.0,13.4,257.0
1150.0,1173.0,15.8,266.0
1247.0,1315.0,20.7,403.0
1194.0,1198.0,16.6,275.0
1184.0,1157.0,15.3,338.0
990.0,898.0,8.0,176.0
933.0,803.0,5.8,159.0
968.0,858.0,7.0,147.0
861.0,735.0,4.5,99.0
904.0,774.0,5.2,98.0
866.0,734.0,4.4,109.0
881.0,724.0,4.2,180.0
838.0,700.0,3.8,112.0
905.0,776.0,5.2,163.0
1055.0,977.0,10.0,326.0
1328.0,1296.0,20.0,640.0
1401.0,1449.0,25.8,736.0
1291.0,1296.0,20.0,667.0
1316.0,1314.0,20.6,677.0
1116.0,1057.0,12.2,425.0
1139.0,1088.0,13.1,349.0
1165.0,1131.0,14.5,332.0
1260.0,1224.0,17.5,412.0
1475.0,1451.0,25.9,631.0
1521.0,1470.0,26.6,677.0
1633.0,1671.0,35.3,761.0
1463.0,1508.0,28.2,650.0
1140.0,1122.0,14.2,262.0
1147.0,1065.0,12.4,292.0
988.0,839.0,6.6,177.0
924.0,754.0,4.8,103.0
950.0,782.0,5.4,127.0
926.0,727.0,4.3,119.0
879.0,645.0,2.9,83.0
864.0,621.0,2.5,65.0
868.0,596.0,2.2,180.0
894.0,636.0,2.7,84.0
1009.0,816.0,6.1,200.0
1069.0,889.0,7.7,242.0
1311.0,1178.0,15.9,366.0
1370.0,1372.0,22.8,404.0
1246.0,1197.0,16.6,429.0
1039.0,917.0,8.4,169.0
1296.0,1113.0,13.9,419.0
1523.0,1428.0,24.9,603.0
1424.0,1361.0,22.4,589.0
1513.0,1457.0,26.1,706.0
1338.0,1244.0,18.1,592.0
1214.0,1113.0,13.9,305.0
1290.0,1253.0,18.5,371.0
1353.0,1323.0,20.9,465.0
1130.0,1082.0,12.9,390.0
969.0,843.0,6.7,227.0
1038.0,856.0,7.0,284.0
1020.0,869.0,7.3,211.0
1097.0,944.0,9.1,297.0
1123.0,973.0,9.9,351.0
1023.0,851.0,6.9,259.0
1015.0,833.0,6.5,214.0
979.0,805.0,5.9,180.0
931.0,784.0,5.4,173.0
922.0,783.0,5.4,192.0
989.0,891.0,7.8,237.0
1149.0,1103.0,13.6,413.0
1202.0,1160.0,15.4,455.0
1206.0,1131.0,14.4,493.0
1224.0,1126.0,14.3,482.0
1371.0,1305.0,20.3,599.0
1327.0,1259.0,18.7,481.0
1301.0,1218.0,17.3,406.0
1301.0,1208.0,16.9,419.0
1314.0,1191.0,16.4,387.0
1394.0,1272.0,19.1,461.0
1385.0,1260.0,18.7,493.0
1440.0,1362.0,22.4,532.0
1493.0,1437.0,25.3,581.0
1319.0,1230.0,17.7,494.0
1187.0,1110.0,13.8,392.0
1119.0,984.0,10.2,311.0
1100.0,924.0,8.6,236.0
1076.0,895.0,7.9,270.0
972.0,799.0,5.7,199.0
973.0,828.0,6.4,146.0
918.0,742.0,4.6,180.0
844.0,630.0,2.7,74.0
817.0,588.0,2.1,55.0
791.0,519.0,1.2,43.0
819.0,537.0,1.4,46.0
972.0,743.0,4.6,139.0
997.0,797.0,5.7,169.0
1194.0,1000.0,10.6,254.0
1240.0,1014.0,11.0,303.0
1117.0,922.0,8.6,259.0
1141.0,932.0,8.8,226.0
1062.0,880.0,7.5,161.0
1160.0,1036.0,11.6,182.0
1169.0,983.0,10.1,289.0
1185.0,1006.0,10.8,340.0
1571.0,1559.0,30.3,544.0
1464.0,1362.0,22.4,543.0
1423.0,1314.0,20.6,501.0
1318.0,1226.0,17.5,521.0
1229.0,1114.0,13.9,352.0
1187.0,1105.0,13.6,321.0
1353.0,1176.0,15.9,318.0
1407.0,1235.0,17.8,338.0
1333.0,1201.0,16.7,353.0
1269.0,1181.0,16.0,180.0
1253.0,1206.0,16.9,291.0
1212.0,1149.0,15.0,279.0
1061.0,962.0,9.6,200.0
1028.0,890.0,7.8,180.0
1067.0,928.0,8.7,213.0
1111.0,970.0,9.8,266.0
1189.0,1065.0,12.4,247.0
1293.0,1114.0,13.9,326.0
1285.0,1065.0,12.5,319.0
1236.0,1011.0,10.9,320.0
1082.0,834.0,6.5,174.0
1188.0,954.0,9.4,216.0
1348.0,1157.0,15.3,376.0
1394.0,1193.0,16.4,496.0
1472.0,1290.0,19.8,523.0
1291.0,1174.0,15.8,465.0
1264.0,1133.0,14.5,407.0
1264.0,1138.0,14.7,412.0
1260.0,1160.0,15.3,403.0
1184.0,1084.0,13.0,357.0
1122.0,996.0,10.5,259.0
983.0,881.0,7.6,227.0
885.0,753.0,4.8,147.0
825.0,661.0,3.1,180.0
791.0,627.0,2.6,72.0
802.0,636.0,2.7,96.0
804.0,652.0,3.0,73.0
1014.0,927.0,8.7,309.0
1316.0,1317.0,20.7,607.0
1296.0,1435.0,25.2,562.0
1381.0,1394.0,23.6,560.0
1570.0,1617.0,32.9,844.0
1426.0,1445.0,25.6,667.0
1535.0,1578.0,31.2,583.0
1678.0,1727.0,37.9,726.0
1605.0,1603.0,32.3,674.0
1559.0,1586.0,31.5,544.0
1713.0,1728.0,38.0,715.0
1751.0,1853.0,44.1,789.0
1723.0,1869.0,44.9,737.0
1778.0,1935.0,48.2,859.0
1461.0,1529.0,29.1,668.0
1258.0,1272.0,19.1,454.0
1138.0,1113.0,13.9,337.0
936.0,849.0,6.8,127.0
1167.0,1090.0,13.2,281.0
1071.0,1003.0,10.7,252.0
866.0,717.0,4.1,180.0
836.0,647.0,2.9,65.0
823.0,630.0,2.7,69.0
890.0,727.0,4.3,151.0
1019.0,901.0,8.0,231.0
1177.0,1166.0,15.5,297.0
1348.0,1398.0,23.8,515.0
1341.0,1323.0,21.0,499.0
1307.0,1278.0,19.3,445.0
1305.0,1287.0,19.7,464.0
1177.0,1090.0,13.2,298.0
1192.0,1085.0,13.0,266.0
1214.0,1080.0,12.9,323.0
1240.0,1152.0,15.1,352.0
1271.0,1188.0,16.3,372.0
1333.0,1312.0,20.5,383.0
1390.0,1414.0,24.4,455.0
1266.0,1261.0,18.7,355.0
1140.0,1072.0,12.7,267.0
1240.0,1168.0,15.6,308.0
1187.0,1122.0,14.2,313.0
1043.0,975.0,9.9,216.0
948.0,826.0,6.3,137.0
955.0,775.0,5.2,140.0
915.0,721.0,4.2,180.0
832.0,644.0,2.9,94.0
846.0,628.0,2.6,79.0
897.0,750.0,4.7,156.0
908.0,767.0,5.1,153.0
1348.0,1357.0,22.2,464.0
1384.0,1386.0,23.3,435.0
1473.0,1463.0,26.3,683.0
1360.0,1287.0,19.7,523.0
1305.0,1223.0,17.4,460.0
1337.0,1302.0,20.2,417.0
1414.0,1414.0,24.4,486.0
1463.0,1417.0,24.5,512.0
1530.0,1425.0,24.8,595.0
1915.0,1889.0,45.9,1052.0
1882.0,1920.0,47.5,1014.0
1589.0,1619.0,33.0,633.0
1463.0,1484.0,27.2,485.0
1380.0,1345.0,21.8,480.0
1383.0,1332.0,21.3,572.0
1181.0,1094.0,13.3,345.0
1061.0,931.0,8.8,195.0
1091.0,945.0,9.2,213.0
1010.0,884.0,7.6,216.0
868.0,688.0,3.6,180.0
852.0,639.0,2.8,73.0
826.0,601.0,2.2,67.0
862.0,677.0,3.4,96.0
951.0,800.0,5.7,162.0
1210.0,1188.0,16.3,305.0
1601.0,1727.0,37.9,725.0
1477.0,1443.0,25.5,658.0
1458.0,1408.0,24.2,710.0
1354.0,1321.0,20.9,445.0
1385.0,1354.0,22.1,455.0
1460.0,1430.0,25.0,524.0
1492.0,1463.0,26.4,527.0
1569.0,1547.0,29.8,601.0
1870.0,1871.0,45.0,1001.0
1774.0,1829.0,42.8,852.0
1388.0,1363.0,22.4,370.0
1303.0,1177.0,15.9,348.0
1257.0,1126.0,14.3,361.0
1132.0,1002.0,10.7,255.0
1050.0,881.0,7.6,162.0
1033.0,842.0,6.7,166.0
1106.0,938.0,9.0,247.0
1107.0,940.0,9.0,255.0
1011.0,856.0,7.0,180.0
916.0,726.0,4.3,129.0
852.0,641.0,2.8,83.0
889.0,694.0,3.7,114.0
1002.0,828.0,6.3,233.0
1231.0,1134.0,14.5,448.0
1212.0,1191.0,16.4,455.0
1121.0,1012.0,10.9,254.0
1260.0,1121.0,14.1,313.0
1391.0,1214.0,17.1,490.0
1463.0,1280.0,19.4,496.0
1464.0,1321.0,20.9,514.0
1412.0,1230.0,17.7,454.0
1450.0,1292.0,19.8,507.0
1416.0,1283.0,19.5,474.0
1346.0,1211.0,17.0,404.0
1273.0,1137.0,14.6,356.0
1206.0,1049.0,12.0,345.0
1252.0,1094.0,13.3,395.0
1069.0,897.0,7.9,249.0
1061.0,895.0,7.9,197.0
1072.0,880.0,7.5,224.0
1075.0,917.0,8.4,231.0
992.0,853.0,6.9,177.0
914.0,741.0,4.6,180.0
854.0,700.0,3.8,98.0
774.0,591.0,2.1,64.0
757.0,542.0,1.5,44.0
752.0,516.0,1.2,53.0
757.0,551.0,1.6,94.0
777.0,580.0,1.9,100.0
774.0,583.0,2.0,98.0
805.0,632.0,2.7,115.0
838.0,686.0,3.6,115.0
824.0,695.0,3.7,76.0
812.0,704.0,3.9,55.0
806.0,702.0,3.8,59.0
789.0,675.0,3.4,95.0
821.0,713.0,4.0,107.0
1024.0,1127.0,14.3,189.0
1009.0,995.0,10.5,386.0
1064.0,1055.0,12.2,412.0
1001.0,1029.0,11.4,342.0
927.0,868.0,7.3,255.0
819.0,613.0,2.4,89.0
847.0,630.0,2.7,106.0
798.0,621.0,2.5,109.0
757.0,561.0,1.7,67.0
703.0,446.0,0.5,180.0
689.0,407.0,0.3,13.0
698.0,424.0,0.4,20.0
720.0,458.0,0.6,33.0
797.0,593.0,2.1,146.0
950.0,875.0,7.4,359.0
887.0,809.0,5.9,322.0
850.0,755.0,4.8,293.0
836.0,740.0,4.5,255.0
827.0,768.0,5.1,233.0
819.0,810.0,6.0,220.0
919.0,978.0,10.0,246.0
897.0,890.0,7.8,272.0
973.0,1023.0,11.2,358.0
1065.0,1211.0,17.0,514.0
1341.0,1575.0,31.0,742.0
1303.0,1524.0,28.9,180.0
1189.0,1381.0,23.1,180.0
1054.0,1106.0,13.7,180.0
943.0,900.0,8.0,180.0
903.0,872.0,7.4,180.0
858.0,760.0,4.9,180.0
821.0,696.0,3.7,180.0
781.0,645.0,2.9,180.0
741.0,580.0,1.9,180.0
720.0,540.0,1.4,180.0
733.0,574.0,1.9,180.0
780.0,666.0,3.2,180.0
915.0,873.0,7.4,180.0
1228.0,1362.0,22.4,180.0
1239.0,1373.0,22.8,180.0
1209.0,1255.0,18.5,180.0
1257.0,1308.0,20.4,180.0
1007.0,1000.0,10.6,180.0
1020.0,1041.0,11.8,180.0
1094.0,1144.0,14.8,180.0
1045.0,1087.0,13.1,180.0
909.0,879.0,7.5,180.0
1013.0,905.0,8.1,180.0
1236.0,1206.0,16.9,180.0
1275.0,1294.0,19.9,180.0
1237.0,1194.0,16.5,180.0
1101.0,963.0,9.6,180.0
962.0,778.0,5.3,180.0
841.0,680.0,3.5,180.0
831.0,620.0,2.5,180.0
843.0,622.0,2.5,180.0
798.0,600.0,2.2,180.0
730.0,477.0,0.8,180.0
715.0,445.0,0.5,32.0
726.0,443.0,0.5,29.0
771.0,490.0,0.9,48.0
805.0,555.0,1.6,113.0
958.0,803.0,5.8,267.0
1021.0,959.0,9.5,332.0
969.0,843.0,6.7,354.0
923.0,733.0,4.4,316.0
973.0,850.0,6.8,395.0
996.0,893.0,7.8,391.0
1055.0,1007.0,10.8,457.0
1023.0,971.0,9.8,448.0
1039.0,1024.0,11.3,543.0
1051.0,1061.0,12.3,574.0
1050.0,1070.0,12.6,435.0
1156.0,1209.0,17.0,504.0
1277.0,1335.0,21.4,586.0
1172.0,1159.0,15.3,580.0
1048.0,973.0,9.9,346.0
1144.0,1096.0,13.4,531.0
1104.0,1023.0,11.2,477.0
1038.0,957.0,9.4,344.0
960.0,838.0,6.6,219.0
934.0,787.0,5.5,180.0
930.0,784.0,5.4,174.0
918.0,778.0,5.3,165.0
952.0,814.0,6.1,250.0
1019.0,905.0,8.1,388.0
1287.0,1218.0,17.3,758.0
1578.0,1605.0,32.3,1247.0
1417.0,1407.0,24.1,1110.0
1392.0,1325.0,21.0,1145.0
1147.0,1073.0,12.7,720.0
1150.0,1105.0,13.6,557.0
1252.0,1240.0,18.0,678.0
1186.0,1125.0,14.3,659.0
1172.0,1107.0,13.7,552.0
1109.0,1021.0,11.2,395.0
1201.0,1196.0,16.5,573.0
1189.0,1183.0,16.1,463.0
1282.0,1312.0,20.6,568.0
1207.0,1203.0,16.8,706.0
904.0,754.0,4.8,193.0
900.0,711.0,4.0,151.0
932.0,740.0,4.5,167.0
968.0,785.0,5.4,239.0
827.0,610.0,2.4,102.0
789.0,515.0,1.2,180.0
812.0,549.0,1.6,55.0
811.0,559.0,1.7,71.0
827.0,560.0,1.7,79.0
849.0,604.0,2.3,117.0
1001.0,798.0,5.7,266.0
1021.0,896.0,7.9,340.0
978.0,831.0,6.4,257.0
996.0,855.0,6.9,311.0
1014.0,843.0,6.7,279.0
1061.0,928.0,8.7,267.0
1092.0,975.0,9.9,310.0
1129.0,1028.0,11.4,352.0
1077.0,969.0,9.8,337.0
1153.0,1079.0,12.9,358.0
1234.0,1197.0,16.6,547.0
1319.0,1319.0,20.8,600.0
1251.0,1264.0,18.8,470.0
1165.0,1070.0,12.6,522.0
954.0,807.0,5.9,208.0
971.0,818.0,6.1,205.0
961.0,765.0,5.0,217.0
952.0,758.0,4.9,216.0
875.0,635.0,2.7,117.0
891.0,633.0,2.7,180.0
1006.0,765.0,5.0,174.0
907.0,691.0,3.7,111.0
938.0,702.0,3.8,147.0
925.0,672.0,3.3,140.0
1157.0,967.0,9.7,421.0
1169.0,1003.0,10.7,350.0
1312.0,1139.0,14.7,550.0
1347.0,1227.0,17.6,589.0
1321.0,1224.0,17.5,537.0
1267.0,1118.0,14.1,473.0
1234.0,1053.0,12.1,364.0
1101.0,947.0,9.2,270.0
1149.0,998.0,10.6,368.0
1094.0,941.0,9.0,318.0
1056.0,878.0,7.5,244.0
1030.0,899.0,8.0,234.0
1075.0,943.0,9.1,296.0
927.0,748.0,4.7,205.0
793.0,570.0,1.8,95.0
796.0,589.0,2.1,93.0
780.0,568.0,1.8,100.0
774.0,569.0,1.8,100.0
718.0,500.0,1.0,63.0
705.0,478.0,0.8,180.0
689.0,470.0,0.7,36.0
678.0,427.0,0.4,24.0
655.0,402.0,0.2,20.0
649.0,397.0,0.2,25.0
647.0,412.0,0.3,39.0
667.0,429.0,0.4,57.0
669.0,444.0,0.5,59.0
667.0,455.0,0.6,65.0
705.0,508.0,1.1,93.0
710.0,523.0,1.2,112.0
713.0,539.0,1.4,110.0
703.0,512.0,1.1,81.0
738.0,529.0,1.3,100.0
795.0,569.0,1.8,109.0
861.0,750.0,4.7,148.0
836.0,653.0,3.0,207.0
812.0,652.0,3.0,210.0
771.0,642.0,2.8,180.0
711.0,556.0,1.6,109.0
741.0,607.0,2.3,128.0
696.0,532.0,1.3,96.0
692.0,507.0,1.1,65.0
679.0,449.0,0.6,42.0
676.0,429.0,0.4,180.0
681.0,428.0,0.4,24.0
683.0,426.0,0.4,28.0
704.0,478.0,0.8,55.0
767.0,588.0,2.0,181.0
964.0,928.0,8.7,480.0
925.0,923.0,8.6,442.0
883.0,849.0,6.8,361.0
894.0,820.0,6.2,288.0
881.0,831.0,6.4,330.0
867.0,842.0,6.7,300.0
856.0,821.0,6.2,239.0
862.0,843.0,6.7,265.0
891.0,891.0,7.8,287.0
931.0,1032.0,11.5,403.0
1025.0,1202.0,16.7,515.0
1029.0,1198.0,16.6,446.0
1038.0,1190.0,16.3,501.0
904.0,924.0,8.6,355.0
844.0,782.0,5.4,217.0
839.0,711.0,4.0,180.0
844.0,705.0,3.9,167.0
800.0,641.0,2.8,126.0
786.0,596.0,2.2,113.0
737.0,492.0,0.9,180.0
732.0,472.0,0.7,37.0
737.0,468.0,0.7,50.0
778.0,517.0,1.2,96.0
867.0,669.0,3.3,271.0
1248.0,1197.0,16.6,892.0
1389.0,1463.0,26.3,1071.0
1184.0,1193.0,16.4,839.0
1160.0,1165.0,15.5,713.0
982.0,1003.0,10.7,498.0
948.0,1017.0,11.1,389.0
1017.0,1039.0,11.7,457.0
985.0,1011.0,10.9,425.0
1017.0,1029.0,11.4,483.0
1121.0,1190.0,16.3,604.0
1129.0,1255.0,18.5,648.0
1101.0,1134.0,14.5,427.0
1182.0,1175.0,15.8,461.0
1144.0,1091.0,13.2,436.0
1046.0,890.0,7.8,300.0
990.0,817.0,6.1,277.0
974.0,764.0,5.0,196.0
953.0,778.0,5.3,277.0
868.0,647.0,2.9,131.0
833.0,574.0,1.9,180.0
786.0,522.0,1.2,97.0
834.0,551.0,1.6,105.0
845.0,583.0,2.0,138.0
929.0,713.0,4.0,183.0
1234.0,1161.0,15.4,664.0
1270.0,1267.0,19.0,611.0
1241.0,1135.0,14.6,600.0
1268.0,1180.0,16.0,180.0
1248.0,1131.0,14.4,878.0
1317.0,1269.0,19.0,905.0
1308.0,1306.0,20.3,808.0
1321.0,1281.0,19.5,858.0
1360.0,1325.0,21.0,839.0
1659.0,1685.0,35.9,1290.0
1802.0,1924.0,47.7,748.0
1549.0,1553.0,30.1,1148.0
1407.0,1351.0,22.0,729.0
1374.0,1268.0,19.0,810.0
1127.0,948.0,9.2,427.0
1096.0,860.0,7.1,274.0
1119.0,908.0,8.2,387.0
999.0,771.0,5.1,235.0
987.0,794.0,5.6,225.0
912.0,685.0,3.5,180.0
893.0,701.0,3.8,185.0
878.0,687.0,3.6,212.0
996.0,841.0,6.6,358.0
1119.0,974.0,9.9,531.0
1407.0,1339.0,21.5,992.0
1503.0,1498.0,27.8,1132.0
1446.0,1374.0,22.9,1195.0
1416.0,1302.0,20.2,1120.0
1448.0,1288.0,19.7,870.0
1282.0,1111.0,13.8,570.0
1271.0,1157.0,15.3,384.0
1321.0,1178.0,15.9,381.0
1362.0,1223.0,17.4,541.0
1316.0,1228.0,17.6,484.0
1374.0,1307.0,20.4,549.0
1388.0,1367.0,22.6,596.0
1422.0,1432.0,25.1,620.0
1281.0,1216.0,17.2,542.0
1192.0,1040.0,11.7,381.0
1108.0,945.0,9.2,270.0
1071.0,885.0,7.7,284.0
999.0,793.0,5.6,204.0
925.0,670.0,3.3,93.0
886.0,608.0,2.3,180.0
888.0,590.0,2.1,51.0
863.0,531.0,1.3,45.0
870.0,550.0,1.6,68.0
1043.0,776.0,5.3,198.0
1478.0,1310.0,20.5,633.0
1436.0,1371.0,22.7,548.0
1354.0,1201.0,16.7,588.0
1290.0,1110.0,13.8,612.0
1203.0,1043.0,11.8,428.0
1298.0,1156.0,15.2,463.0
1352.0,1236.0,17.9,479.0
1247.0,1142.0,14.8,469.0
1375.0,1247.0,18.3,583.0
1553.0,1414.0,24.4,760.0
1521.0,1430.0,25.0,691.0
1623.0,1547.0,29.8,832.0
1510.0,1501.0,27.9,881.0
837.0,835.0,6.5,390.0
667.0,689.0,3.6,207.0
695.0,711.0,4.0,204.0
683.0,686.0,3.6,243.0
695.0,709.0,4.0,264.0
703.0,685.0,3.5,215.0
698.0,614.0,2.4,180.0
714.0,605.0,2.3,146.0
692.0,546.0,1.5,92.0
729.0,639.0,2.8,174.0
880.0,812.0,6.0,294.0
974.0,1019.0,11.1,412.0
1086.0,1157.0,15.3,573.0
1087.0,1213.0,17.1,661.0
933.0,990.0,10.3,555.0
852.0,919.0,8.5,363.0
882.0,993.0,10.4,302.0
888.0,1009.0,10.9,340.0
878.0,1000.0,10.6,306.0
892.0,1018.0,11.1,377.0
1117.0,1327.0,21.1,625.0
1252.0,1359.0,22.3,870.0
1012.0,999.0,10.6,421.0
1025.0,916.0,8.4,294.0
1033.0,881.0,7.6,339.0
1008.0,861.0,7.1,260.0
992.0,867.0,7.2,256.0
1187.0,1114.0,13.9,572.0
1065.0,968.0,9.7,428.0
889.0,760.0,4.9,195.0
